,,ref_size,ref_size,ref_size,ref_size,ref_size,unified_size,unified_size,unified_size,unified_size,unified_size
algo,,dal,dsb,ll,mcsplit,rl,dal,dsb,ll,mcsplit,rl
instance_a,instance_b,,,,,,,,,,
084.txt,106.txt,2959746.0,19.0,19.0,19.0,19.0,21.0,19.0,19.0,19.0,19.0
084.txt,107.txt,1309828.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
084.txt,108.txt,2369963.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
084.txt,109.txt,430906149.0,,18.0,,18.0,20.0,,18.0,,18.0
084.txt,111.txt,2485670.0,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0
084.txt,112.txt,1389645.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
084.txt,116.txt,28575.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
084.txt,120.txt,181.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
084.txt,121.txt,2009.0,12.0,12.0,12.0,12.0,14.0,12.0,12.0,12.0,12.0
084.txt,122.txt,380382.0,19.0,19.0,19.0,19.0,21.0,19.0,19.0,19.0,19.0
084.txt,123.txt,380382.0,19.0,19.0,19.0,19.0,21.0,19.0,19.0,19.0,19.0
084.txt,125.txt,508474.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
084.txt,126.txt,559506.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
084.txt,137.txt,236757.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
084.txt,139.txt,4031851440.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
084.txt,140.txt,4031851440.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
084.txt,143.txt,2612631.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
084.txt,144.txt,1614277.0,18.0,18.0,18.0,18.0,20.0,18.0,18.0,18.0,18.0
084.txt,145.txt,264446.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
084.txt,146.txt,1428555.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
084.txt,148.txt,4667.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
084.txt,149.txt,1865939.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
084.txt,151.txt,54284787.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
084.txt,152.txt,216200849.0,,18.0,,18.0,21.0,,18.0,,18.0
084.txt,153.txt,92135409.0,,18.0,,18.0,21.0,,18.0,,18.0
084.txt,156.txt,324.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
084.txt,157.txt,203.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
084.txt,158.txt,203.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
084.txt,159.txt,203.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
084.txt,160.txt,898869.0,17.0,17.0,17.0,17.0,19.0,17.0,17.0,17.0,17.0
084.txt,161.txt,349051.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
084.txt,162.txt,19521.0,20.0,20.0,20.0,20.0,21.0,20.0,20.0,20.0,20.0
084.txt,163.txt,2650766.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
084.txt,164.txt,64280.0,20.0,20.0,20.0,20.0,21.0,20.0,20.0,20.0,20.0
084.txt,165.txt,26739.0,20.0,20.0,20.0,20.0,21.0,20.0,20.0,20.0,20.0
084.txt,166.txt,73.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
084.txt,167.txt,11038.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
084.txt,168.txt,389.0,11.0,11.0,11.0,11.0,14.0,11.0,11.0,11.0,11.0
084.txt,169.txt,669857.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
084.txt,170.txt,603822.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
084.txt,171.txt,176147.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
084.txt,172.txt,1862838.0,19.0,19.0,19.0,19.0,21.0,19.0,19.0,19.0,19.0
084.txt,173.txt,27390230.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0
084.txt,176.txt,5758.0,19.0,19.0,19.0,19.0,21.0,19.0,19.0,19.0,19.0
084.txt,177.txt,3346489.0,19.0,19.0,19.0,19.0,21.0,19.0,19.0,19.0,19.0
084.txt,192.txt,38557.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
084.txt,196.txt,646850.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
085.txt,086.txt,643449584.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
085.txt,091.txt,3438091405.0,,,,,33.0,31.0,31.0,31.0,31.0
085.txt,092.txt,436.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
085.txt,099.txt,88789.0,,,,,20.0,14.0,14.0,14.0,14.0
085.txt,100.txt,4696.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
085.txt,101.txt,674.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
085.txt,108.txt,243234.0,,,,,23.0,20.0,20.0,20.0,20.0
085.txt,111.txt,101150379.0,,,,,28.0,24.0,24.0,24.0,24.0
085.txt,112.txt,171.0,21.0,21.0,21.0,21.0,22.0,21.0,21.0,21.0,21.0
085.txt,116.txt,108100.0,20.0,20.0,20.0,20.0,21.0,20.0,20.0,20.0,20.0
085.txt,120.txt,679.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
085.txt,121.txt,97.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
085.txt,122.txt,2229549221.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
085.txt,123.txt,2229549221.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
085.txt,125.txt,54434.0,9.0,9.0,9.0,9.0,11.0,9.0,9.0,9.0,9.0
085.txt,126.txt,3221.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
085.txt,145.txt,228.0,14.0,14.0,14.0,14.0,16.0,14.0,14.0,14.0,14.0
085.txt,148.txt,620.0,,,,,16.0,13.0,13.0,13.0,13.0
085.txt,156.txt,255.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
085.txt,157.txt,248.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
085.txt,158.txt,248.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
085.txt,159.txt,248.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
085.txt,163.txt,1706523463.0,,,,,35.0,34.0,34.0,34.0,34.0
085.txt,166.txt,121.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
085.txt,167.txt,113.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
085.txt,168.txt,522.0,,,,,15.0,10.0,10.0,10.0,10.0
085.txt,169.txt,98044556.0,,,,,33.0,31.0,31.0,31.0,31.0
085.txt,170.txt,2269.0,22.0,22.0,22.0,22.0,24.0,22.0,22.0,22.0,22.0
085.txt,171.txt,83429814.0,32.0,32.0,32.0,32.0,33.0,32.0,32.0,32.0,32.0
085.txt,192.txt,4015869.0,28.0,28.0,28.0,28.0,29.0,28.0,28.0,28.0,28.0
085.txt,196.txt,62001636.0,21.0,,21.0,21.0,23.0,21.0,21.0,21.0,21.0
086.txt,092.txt,572.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
086.txt,099.txt,294.0,,,,,21.0,14.0,14.0,14.0,14.0
086.txt,100.txt,12655.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
086.txt,101.txt,1482.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
086.txt,102.txt,7874515592.0,,,,,46.0,43.0,43.0,43.0,43.0
086.txt,108.txt,1960844.0,,,,,23.0,21.0,21.0,21.0,21.0
086.txt,111.txt,2414526776.0,,,,,28.0,,24.0,,24.0
086.txt,112.txt,333491.0,21.0,21.0,21.0,21.0,22.0,21.0,21.0,21.0,21.0
086.txt,116.txt,418946.0,20.0,20.0,20.0,20.0,21.0,20.0,20.0,20.0,20.0
086.txt,120.txt,1563.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
086.txt,121.txt,163.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
086.txt,125.txt,14576.0,9.0,9.0,9.0,,12.0,9.0,9.0,9.0,9.0
086.txt,126.txt,2376.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
086.txt,145.txt,268.0,14.0,,14.0,,16.0,14.0,14.0,14.0,14.0
086.txt,148.txt,641.0,,,,,16.0,13.0,13.0,13.0,13.0
086.txt,156.txt,199.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
086.txt,157.txt,127.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
086.txt,158.txt,127.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
086.txt,159.txt,127.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
086.txt,166.txt,163.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
086.txt,167.txt,129.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
086.txt,168.txt,186.0,,,,,15.0,10.0,10.0,10.0,10.0
086.txt,169.txt,69083153.0,,,,,35.0,32.0,32.0,32.0,32.0
086.txt,170.txt,400.0,22.0,22.0,22.0,22.0,24.0,22.0,22.0,22.0,22.0
086.txt,171.txt,53461630.0,32.0,,32.0,,34.0,32.0,32.0,32.0,32.0
086.txt,192.txt,32993602.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0
086.txt,196.txt,247197345.0,,,,,23.0,21.0,21.0,21.0,21.0
087.txt,091.txt,193192378.0,,,,,35.0,33.0,33.0,33.0,33.0
087.txt,092.txt,1796.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
087.txt,099.txt,113808.0,18.0,18.0,18.0,18.0,20.0,18.0,18.0,18.0,18.0
087.txt,100.txt,787.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
087.txt,101.txt,2532.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
087.txt,107.txt,341579131.0,,,,,36.0,34.0,34.0,34.0,34.0
087.txt,108.txt,9926.0,,,,,23.0,21.0,21.0,21.0,21.0
087.txt,111.txt,53138794.0,,,,,28.0,27.0,27.0,27.0,27.0
087.txt,112.txt,205183.0,18.0,18.0,18.0,18.0,20.0,18.0,18.0,18.0,18.0
087.txt,116.txt,466009.0,17.0,,17.0,,19.0,17.0,17.0,17.0,17.0
087.txt,120.txt,1777.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
087.txt,121.txt,10944.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
087.txt,125.txt,571.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
087.txt,126.txt,1358267.0,,,,,29.0,27.0,27.0,27.0,27.0
087.txt,143.txt,368496947.0,,,,,34.0,31.0,31.0,31.0,31.0
087.txt,145.txt,841.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
087.txt,148.txt,3972.0,15.0,,15.0,,16.0,15.0,15.0,15.0,15.0
087.txt,156.txt,305.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
087.txt,157.txt,146.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
087.txt,158.txt,146.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
087.txt,159.txt,146.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
087.txt,163.txt,77082079.0,,,,,38.0,,36.0,,36.0
087.txt,166.txt,380.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
087.txt,167.txt,29487.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
087.txt,168.txt,4160.0,,,,,14.0,13.0,13.0,13.0,13.0
087.txt,169.txt,314659.0,,,,,34.0,32.0,32.0,32.0,32.0
087.txt,170.txt,3395.0,23.0,23.0,23.0,23.0,24.0,23.0,23.0,23.0,23.0
087.txt,171.txt,21085497.0,,,,,33.0,31.0,31.0,31.0,31.0
087.txt,192.txt,127709251.0,,,,,26.0,25.0,25.0,25.0,25.0
087.txt,196.txt,6432371.0,,,,,23.0,21.0,21.0,21.0,21.0
088.txt,092.txt,2195.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
088.txt,099.txt,32056.0,,,,,21.0,16.0,16.0,16.0,16.0
088.txt,100.txt,2867.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
088.txt,101.txt,9194.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
088.txt,107.txt,2968336627.0,,,,,36.0,35.0,35.0,35.0,35.0
088.txt,108.txt,2434582.0,,,,,23.0,21.0,21.0,21.0,21.0
088.txt,111.txt,1638784171.0,,,,,29.0,,26.0,,26.0
088.txt,112.txt,165734.0,20.0,20.0,20.0,20.0,21.0,20.0,20.0,20.0,20.0
088.txt,116.txt,1780021.0,19.0,19.0,19.0,19.0,21.0,19.0,19.0,19.0,19.0
088.txt,120.txt,3543.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
088.txt,121.txt,1834.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
088.txt,125.txt,2045.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
088.txt,126.txt,157248.0,30.0,30.0,30.0,30.0,31.0,30.0,30.0,30.0,30.0
088.txt,137.txt,36247.0,,,,,52.0,50.0,50.0,50.0,50.0
088.txt,145.txt,1387.0,,,,15.0,16.0,15.0,15.0,15.0,15.0
088.txt,148.txt,8822.0,,,,,16.0,15.0,15.0,15.0,15.0
088.txt,156.txt,1193.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
088.txt,157.txt,701.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
088.txt,158.txt,701.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
088.txt,159.txt,701.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
088.txt,163.txt,1744435190.0,,,,,39.0,,38.0,,38.0
088.txt,166.txt,571.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
088.txt,167.txt,7117.0,18.0,18.0,18.0,18.0,20.0,18.0,18.0,18.0,18.0
088.txt,168.txt,3582.0,,,,,15.0,12.0,12.0,12.0,12.0
088.txt,169.txt,158747252.0,,,,,36.0,,,,
088.txt,170.txt,2758.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
088.txt,171.txt,409016094.0,,,,,34.0,32.0,32.0,32.0,32.0
088.txt,192.txt,1932085275.0,,,,,29.0,27.0,27.0,27.0,27.0
088.txt,196.txt,18461021.0,,,,,24.0,22.0,22.0,22.0,22.0
089.txt,090.txt,3178773647.0,,,,,39.0,37.0,37.0,37.0,37.0
089.txt,091.txt,162956584.0,,,,,33.0,31.0,31.0,31.0,31.0
089.txt,092.txt,695.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
089.txt,095.txt,410172516.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
089.txt,096.txt,18972496.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
089.txt,097.txt,18972496.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
089.txt,099.txt,1544.0,18.0,18.0,18.0,18.0,20.0,18.0,18.0,18.0,18.0
089.txt,100.txt,1025.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
089.txt,101.txt,1109.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
089.txt,107.txt,344536932.0,,,,,33.0,31.0,31.0,31.0,31.0
089.txt,108.txt,51072.0,,,,,22.0,20.0,20.0,20.0,20.0
089.txt,111.txt,8255268.0,,,,,27.0,25.0,25.0,25.0,25.0
089.txt,112.txt,357639.0,17.0,17.0,17.0,17.0,19.0,17.0,17.0,17.0,17.0
089.txt,116.txt,2556326.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
089.txt,120.txt,336.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
089.txt,121.txt,1107.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
089.txt,125.txt,189.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
089.txt,126.txt,1068108.0,,,,,27.0,26.0,26.0,26.0,26.0
089.txt,143.txt,143366506.0,,,,,33.0,31.0,31.0,31.0,31.0
089.txt,145.txt,389.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
089.txt,147.txt,1431619076.0,,48.0,,,51.0,,48.0,,
089.txt,148.txt,1396.0,,,,,14.0,14.0,14.0,14.0,14.0
089.txt,156.txt,219.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
089.txt,157.txt,270.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
089.txt,158.txt,270.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
089.txt,159.txt,270.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
089.txt,163.txt,1343259147.0,,,,,38.0,35.0,35.0,35.0,35.0
089.txt,166.txt,123.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
089.txt,167.txt,31392.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
089.txt,168.txt,591.0,13.0,13.0,13.0,13.0,15.0,13.0,13.0,13.0,13.0
089.txt,169.txt,7151008.0,,,,,32.0,31.0,31.0,31.0,31.0
089.txt,170.txt,75833.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
089.txt,171.txt,1555769.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
089.txt,192.txt,10752398.0,,,,,25.0,23.0,23.0,23.0,23.0
089.txt,196.txt,11076838.0,,,,,22.0,20.0,20.0,20.0,20.0
090.txt,091.txt,153631559.0,,,,,33.0,30.0,30.0,30.0,30.0
090.txt,092.txt,545.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
090.txt,093.txt,3697370525.0,39.0,39.0,39.0,39.0,42.0,39.0,39.0,39.0,39.0
090.txt,095.txt,3303770909.0,38.0,38.0,38.0,38.0,40.0,38.0,38.0,38.0,38.0
090.txt,096.txt,4329388600.0,38.0,38.0,38.0,38.0,40.0,38.0,38.0,38.0,38.0
090.txt,097.txt,4329388600.0,38.0,38.0,38.0,38.0,40.0,38.0,38.0,38.0,38.0
090.txt,099.txt,19979.0,,,,,19.0,16.0,16.0,16.0,16.0
090.txt,100.txt,1738.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
090.txt,101.txt,1610.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
090.txt,107.txt,3886093266.0,,,,,33.0,31.0,31.0,31.0,
090.txt,108.txt,145250.0,,,,,22.0,21.0,21.0,21.0,21.0
090.txt,111.txt,4352304.0,,,,,28.0,26.0,26.0,26.0,26.0
090.txt,112.txt,311161.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
090.txt,116.txt,119534.0,17.0,17.0,17.0,17.0,19.0,17.0,17.0,17.0,17.0
090.txt,120.txt,1001.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
090.txt,121.txt,5286.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
090.txt,125.txt,487.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
090.txt,126.txt,7238812.0,27.0,27.0,27.0,,27.0,27.0,27.0,27.0,27.0
090.txt,137.txt,707617997.0,38.0,38.0,38.0,38.0,40.0,38.0,38.0,38.0,38.0
090.txt,143.txt,675473786.0,,,,,33.0,31.0,31.0,31.0,31.0
090.txt,145.txt,236.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
090.txt,146.txt,742280703.0,40.0,40.0,40.0,40.0,42.0,40.0,40.0,40.0,40.0
090.txt,148.txt,4049.0,,,,,16.0,14.0,14.0,14.0,14.0
090.txt,149.txt,196476089.0,39.0,39.0,39.0,39.0,42.0,39.0,39.0,39.0,39.0
090.txt,156.txt,506.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
090.txt,157.txt,851.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
090.txt,158.txt,851.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
090.txt,159.txt,851.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
090.txt,160.txt,2464052658.0,38.0,38.0,38.0,38.0,41.0,38.0,38.0,38.0,38.0
090.txt,163.txt,139485357.0,34.0,,34.0,,36.0,34.0,34.0,34.0,34.0
090.txt,166.txt,197.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
090.txt,167.txt,46798.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
090.txt,168.txt,916.0,12.0,12.0,12.0,12.0,14.0,12.0,12.0,12.0,12.0
090.txt,169.txt,54785645.0,,,,,32.0,,31.0,,31.0
090.txt,170.txt,67027.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0
090.txt,171.txt,384891662.0,,,,,31.0,29.0,29.0,29.0,29.0
090.txt,192.txt,42037454.0,,,,,25.0,24.0,24.0,24.0,24.0
090.txt,196.txt,7163286.0,21.0,21.0,21.0,21.0,22.0,21.0,21.0,21.0,21.0
091.txt,092.txt,1263.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
091.txt,095.txt,607244766.0,31.0,31.0,31.0,31.0,33.0,31.0,31.0,31.0,31.0
091.txt,096.txt,639993755.0,31.0,31.0,31.0,31.0,33.0,31.0,31.0,31.0,31.0
091.txt,097.txt,639993755.0,31.0,31.0,31.0,31.0,33.0,31.0,31.0,31.0,31.0
091.txt,099.txt,11594.0,16.0,,16.0,,19.0,16.0,16.0,16.0,16.0
091.txt,100.txt,963.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
091.txt,101.txt,544.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
091.txt,106.txt,4995958914.0,32.0,32.0,32.0,32.0,35.0,32.0,32.0,32.0,32.0
091.txt,108.txt,95757.0,,,,,22.0,20.0,20.0,20.0,20.0
091.txt,109.txt,2639765359.0,,34.0,,,37.0,,34.0,,
091.txt,111.txt,10165622.0,25.0,25.0,25.0,25.0,27.0,25.0,25.0,25.0,25.0
091.txt,112.txt,34974.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
091.txt,116.txt,75968.0,17.0,17.0,17.0,17.0,19.0,17.0,17.0,17.0,17.0
091.txt,120.txt,440.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
091.txt,121.txt,6080.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
091.txt,125.txt,375.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
091.txt,126.txt,4338339.0,26.0,26.0,26.0,26.0,27.0,26.0,26.0,26.0,26.0
091.txt,137.txt,226646644.0,31.0,31.0,31.0,31.0,33.0,31.0,31.0,31.0,31.0
091.txt,143.txt,904039106.0,28.0,28.0,28.0,28.0,30.0,28.0,28.0,28.0,28.0
091.txt,145.txt,246.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
091.txt,146.txt,2997612094.0,33.0,33.0,33.0,33.0,35.0,33.0,33.0,33.0,33.0
091.txt,148.txt,868.0,,,,,15.0,13.0,13.0,13.0,13.0
091.txt,149.txt,809825139.0,32.0,32.0,32.0,32.0,34.0,32.0,32.0,32.0,32.0
091.txt,151.txt,319341467.0,33.0,33.0,33.0,33.0,36.0,33.0,33.0,33.0,33.0
091.txt,156.txt,131.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
091.txt,157.txt,145.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
091.txt,158.txt,145.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
091.txt,159.txt,145.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
091.txt,161.txt,86373877.0,34.0,34.0,34.0,34.0,36.0,34.0,34.0,34.0,34.0
091.txt,163.txt,450723748.0,30.0,30.0,30.0,30.0,32.0,30.0,30.0,30.0,30.0
091.txt,164.txt,275577865.0,34.0,34.0,34.0,34.0,36.0,34.0,34.0,34.0,34.0
091.txt,166.txt,132.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
091.txt,167.txt,23000.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,17.0,17.0
091.txt,168.txt,1530.0,11.0,11.0,11.0,11.0,14.0,11.0,11.0,11.0,11.0
091.txt,169.txt,516607053.0,,,28.0,,31.0,,,28.0,
091.txt,170.txt,65484.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0
091.txt,171.txt,289951703.0,28.0,28.0,28.0,28.0,29.0,28.0,28.0,28.0,28.0
091.txt,172.txt,5393868076.0,32.0,32.0,32.0,32.0,34.0,32.0,32.0,32.0,32.0
091.txt,192.txt,7591201.0,24.0,24.0,24.0,24.0,26.0,24.0,24.0,24.0,24.0
091.txt,196.txt,2616029.0,21.0,21.0,21.0,21.0,22.0,21.0,21.0,21.0,21.0
092.txt,093.txt,1212.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,094.txt,1204.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,095.txt,832.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
092.txt,096.txt,785.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
092.txt,097.txt,785.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
092.txt,099.txt,865.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
092.txt,100.txt,206.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
092.txt,101.txt,225.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
092.txt,102.txt,356.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,103.txt,604.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
092.txt,105.txt,3706.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
092.txt,106.txt,2617.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
092.txt,107.txt,487.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
