instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs30_m3Dr2_s90.A00,mcs30_m3Dr2_s90.B00,symsplit_valonly,53,49,10705737228,1000.02,1,1433798448,126.688,7436771052,7436771052,98072581
mcs30_m3Dr2_s90.A01,mcs30_m3Dr2_s90.B01,symsplit_valonly,51,55,9450822513,1000.01,1,315637044,34.3828,5900401204,5900401204,122813675
mcs30_m3Dr2_s90.A02,mcs30_m3Dr2_s90.B02,symsplit_valonly,52,48,9860057796,1000.01,1,9212363432,934.048,6092340361,6092340361,96377085
mcs30_m3Dr2_s90.A03,mcs30_m3Dr2_s90.B03,symsplit_valonly,52,49,9351662709,1000.01,1,3144747501,324.597,5777926539,5777926539,84008296
mcs30_m3Dr2_s90.A04,mcs30_m3Dr2_s90.B04,symsplit_valonly,51,50,9767351683,1000.01,1,22585243,1.97039,6137514877,6137514877,77668699
mcs30_m3Dr2_s90.A05,mcs30_m3Dr2_s90.B05,symsplit_valonly,54,49,8445655176,1000.02,1,424068582,46.1123,5474533409,5474533409,36432414
mcs30_m3Dr2_s90.A06,mcs30_m3Dr2_s90.B06,symsplit_valonly,51,45,9586904278,1000.02,1,1197256210,122.308,6071997880,6071997880,82882868
mcs30_m3Dr2_s90.A07,mcs30_m3Dr2_s90.B07,symsplit_valonly,51,49,10517335478,1000.02,1,8977390524,851.863,7074057908,7074057908,98453107
mcs30_m3Dr2_s90.A08,mcs30_m3Dr2_s90.B08,symsplit_valonly,53,47,9695012592,1000.01,1,1148676627,113.517,6201246788,6201246788,125612492
mcs30_m3Dr2_s90.A09,mcs30_m3Dr2_s90.B09,symsplit_valonly,54,49,9212922002,1000.01,1,2909296714,311.281,5794635316,5794635316,72218326
mcs30_m3Dr4_s100.A00,mcs30_m3Dr4_s100.B00,symsplit_valonly,55,54,9469378874,1000.01,1,7091195295,755.504,5900083866,5900083866,104399932
mcs30_m3Dr4_s100.A01,mcs30_m3Dr4_s100.B01,symsplit_valonly,55,53,8151726262,1000.03,1,110828054,11.7148,5126784227,5126784227,64770774
mcs30_m3Dr4_s100.A02,mcs30_m3Dr4_s100.B02,symsplit_valonly,56,49,8597278981,1000.02,1,1884164353,222.773,5409251596,5409251596,108645354
mcs30_m3Dr4_s100.A03,mcs30_m3Dr4_s100.B03,symsplit_valonly,56,59,8128182079,1000.02,1,448611014,52.3051,5008624215,5008624215,40496734
mcs30_m3Dr4_s100.A04,mcs30_m3Dr4_s100.B04,symsplit_valonly,56,60,9466918514,1000.02,1,1574024420,173.108,5892273332,5892273332,98473335
mcs30_m3Dr4_s100.A05,mcs30_m3Dr4_s100.B05,symsplit_valonly,54,49,8457093263,1000.02,1,4801559279,543.908,5223972174,5223972174,71140286
mcs30_m3Dr4_s100.A06,mcs30_m3Dr4_s100.B06,symsplit_valonly,55,52,9075248684,1000.01,1,5907043688,622.115,5649821144,5649821144,91831411
mcs30_m3Dr4_s100.A07,mcs30_m3Dr4_s100.B07,symsplit_valonly,55,51,9567157799,1000.01,1,3353832547,342.086,5937763085,5937763085,92474781
mcs30_m3Dr4_s100.A08,mcs30_m3Dr4_s100.B08,symsplit_valonly,53,50,9109474327,1000.02,1,1580284149,170.901,5607682909,5607682909,107400211
mcs30_m3Dr4_s100.A09,mcs30_m3Dr4_s100.B09,symsplit_valonly,55,51,9235300332,1000.02,1,764973781,81.5115,5955717383,5955717383,90512871
mcs30_m3Dr4_s25.A00,mcs30_m3Dr4_s25.B00,symsplit_valonly,17,18,618842,0.0736551,0,153948,0.0177113,393627,393627,1457
mcs30_m3Dr4_s25.A01,mcs30_m3Dr4_s25.B01,symsplit_valonly,17,22,1024615,0.237367,0,310954,0.070613,660671,660671,884
mcs30_m3Dr4_s25.A02,mcs30_m3Dr4_s25.B02,symsplit_valonly,17,22,1019454,0.239819,0,643380,0.152738,652856,652856,2779
mcs30_m3Dr4_s25.A03,mcs30_m3Dr4_s25.B03,symsplit_valonly,16,18,2710325,0.289184,0,203017,0.0210645,1760663,1760663,8406
mcs30_m3Dr4_s25.A04,mcs30_m3Dr4_s25.B04,symsplit_valonly,17,17,764740,0.177953,0,18115,0.00437371,494008,494008,1930
mcs30_m3Dr4_s25.A05,mcs30_m3Dr4_s25.B05,symsplit_valonly,17,18,818518,0.191202,0,416267,0.0921142,526456,526456,1821
mcs30_m3Dr4_s25.A06,mcs30_m3Dr4_s25.B06,symsplit_valonly,17,21,1033300,0.117895,0,641874,0.0725185,660136,660136,4091
mcs30_m3Dr4_s25.A07,mcs30_m3Dr4_s25.B07,symsplit_valonly,17,19,2030847,0.231591,0,1836388,0.208973,1280688,1280688,4193
mcs30_m3Dr4_s25.A08,mcs30_m3Dr4_s25.B08,symsplit_valonly,16,19,1650881,0.181451,0,156346,0.0163832,1077991,1077991,3300
mcs30_m3Dr4_s25.A09,mcs30_m3Dr4_s25.B09,symsplit_valonly,17,16,421902,0.0491181,0,37863,0.00441102,271852,271852,1738
mcs30_m3Dr4_s30.A00,mcs30_m3Dr4_s30.B00,symsplit_valonly,20,22,21399037,2.26011,0,17976545,1.88169,13987075,13987075,65282
mcs30_m3Dr4_s30.A01,mcs30_m3Dr4_s30.B01,symsplit_valonly,20,20,5777731,0.684584,0,1329215,0.149842,3789053,3789053,23713
mcs30_m3Dr4_s30.A02,mcs30_m3Dr4_s30.B02,symsplit_valonly,20,21,12870861,1.54101,0,1497520,0.176122,8274678,8274678,20459
mcs30_m3Dr4_s30.A03,mcs30_m3Dr4_s30.B03,symsplit_valonly,20,19,11095202,1.30263,0,7123034,0.834187,7167155,7167155,28125
