instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_root_ub, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned, unified_conflicts,
mcs10_m3Dr2_s80.A01,mcs10_m3Dr2_s80.B01,ll_lsm,47,45,6423094157,1000.02,1,80,5320011563,815.302,4045654833,4045654833,0,2956922043,
mcs10_m3Dr2_s80.A02,mcs10_m3Dr2_s80.B02,ll_lsm,48,41,6667517689,1000.02,1,80,1656238638,232.988,4440613648,4440613648,0,3279127506,
mcs10_m3Dr2_s80.A03,mcs10_m3Dr2_s80.B03,ll_lsm,46,43,6327619336,1000.02,1,80,1082087157,161.642,4057109434,4057109434,0,2957498893,
mcs10_m3Dr2_s80.A04,mcs10_m3Dr2_s80.B04,ll_lsm,48,49,6242463107,1000.01,1,80,1961960111,299.463,3860116396,3860116396,0,2915191938,
mcs10_m3Dr2_s80.A05,mcs10_m3Dr2_s80.B05,ll_lsm,47,44,6322030581,1000.01,1,80,1499471346,235.023,3977513004,3977513004,0,2955801893,
mcs10_m3Dr2_s80.A06,mcs10_m3Dr2_s80.B06,ll_lsm,45,44,6566698587,1000,1,80,983774784,141.268,4296523022,4296523022,0,2995508317,
mcs10_m3Dr2_s80.A07,mcs10_m3Dr2_s80.B07,ll_lsm,48,43,6774774895,1000,1,80,4016437085,581.708,4281447158,4281447158,0,3049988865,
mcs10_m3Dr2_s80.A08,mcs10_m3Dr2_s80.B08,ll_lsm,47,45,7280404951,1000.01,1,80,115960550,14.0947,4857720044,4857720044,0,3562708848,
mcs10_m3Dr2_s80.A09,mcs10_m3Dr2_s80.B09,ll_lsm,47,46,6146698030,1000.03,1,80,237477883,37.1397,3863890220,3863890220,0,2871231611,
mcs10_m3Dr2_s90.A00,mcs10_m3Dr2_s90.B00,ll_lsm,52,53,6517525970,1000.02,1,90,249690231,34.7563,4190967630,4190967630,0,2929169827,
mcs10_m3Dr2_s90.A01,mcs10_m3Dr2_s90.B01,ll_lsm,52,48,6438818121,1000.01,1,90,6237790128,968.288,4037181065,4037181065,0,2944400942,
mcs10_m3Dr2_s90.A02,mcs10_m3Dr2_s90.B02,ll_lsm,52,47,6754729001,1000,1,90,449424282,65.1843,4347660136,4347660136,0,3158410575,
mcs10_m3Dr2_s90.A03,mcs10_m3Dr2_s90.B03,ll_lsm,51,54,5854068543,1000.02,1,90,1197271925,193.434,3667626733,3667626733,0,2716055866,
mcs10_m3Dr2_s90.A04,mcs10_m3Dr2_s90.B04,ll_lsm,53,50,6383633897,1000.02,1,90,740014374,109.677,4075090313,4075090313,0,2992101313,
mcs10_m3Dr2_s90.A05,mcs10_m3Dr2_s90.B05,ll_lsm,50,50,6697113190,1000,1,90,555599363,82.6899,4239257415,4239257415,0,3149599862,
mcs10_m3Dr2_s90.A06,mcs10_m3Dr2_s90.B06,ll_lsm,51,47,6129735847,1000.01,1,90,53507817,7.40623,3856427799,3856427799,0,2848158902,
mcs10_m3Dr2_s90.A07,mcs10_m3Dr2_s90.B07,ll_lsm,52,47,6992302159,1000,1,90,4063570592,577.476,4588094502,4588094502,0,3403480940,
mcs10_m3Dr2_s90.A08,mcs10_m3Dr2_s90.B08,ll_lsm,51,47,6932671837,1000.02,1,90,5281048268,752.729,4604639686,4604639686,0,3550394719,
mcs10_m3Dr2_s90.A09,mcs10_m3Dr2_s90.B09,ll_lsm,50,49,6314417622,1000,1,90,313843872,42.9177,4171978204,4171978204,0,3316466263,
mcs10_m3Dr4_s100.A00,mcs10_m3Dr4_s100.B00,ll_lsm,53,47,7049528219,1000.01,1,100,5438784843,762.315,4459738892,4459738892,0,3246687912,
mcs10_m3Dr4_s100.A01,mcs10_m3Dr4_s100.B01,ll_lsm,56,54,6415636526,1000.01,1,100,6151706724,957.331,3992395710,3992395710,0,2969831988,
mcs10_m3Dr4_s100.A02,mcs10_m3Dr4_s100.B02,ll_lsm,54,45,6986907998,1000.02,1,100,3259726730,371.467,4817835369,4817835369,0,3520735872,
mcs10_m3Dr4_s100.A03,mcs10_m3Dr4_s100.B03,ll_lsm,55,50,6781256257,1000.02,1,100,2502457453,367.047,4714973400,4714973400,0,3487558610,
mcs10_m3Dr4_s100.A04,mcs10_m3Dr4_s100.B04,ll_lsm,54,55,6086127316,1000.02,1,100,918675162,144.213,3768709485,3768709485,0,2698532125,
mcs10_m3Dr4_s100.A05,mcs10_m3Dr4_s100.B05,ll_lsm,52,52,10078533247,1000.02,1,100,274585353,34.097,8061506101,8061506101,0,6462438995,
mcs10_m3Dr4_s100.A06,mcs10_m3Dr4_s100.B06,ll_lsm,52,45,6916938642,1000.01,1,100,2511798744,308.123,4512288520,4512288520,0,3431166565,
mcs10_m3Dr4_s100.A07,mcs10_m3Dr4_s100.B07,ll_lsm,55,53,4533611287,1000.01,1,100,4382622169,967.472,2877246166,2877246166,0,2060406999,
mcs10_m3Dr4_s100.A08,mcs10_m3Dr4_s100.B08,ll_lsm,55,57,5082238053,1000.01,1,100,4809611416,940.141,3306725704,3306725704,0,2542159919,
mcs10_m3Dr4_s100.A09,mcs10_m3Dr4_s100.B09,ll_lsm,56,51,4750077590,1000,1,100,954589197,191.19,3019759489,3019759489,0,2286860391,
mcs10_m3Dr4_s60.A00,mcs10_m3Dr4_s60.B00,ll_lsm,35,37,6047985936,1000.01,1,60,39933555,6.0462,3882797490,3882797490,0,2776282877,
mcs10_m3Dr4_s60.A01,mcs10_m3Dr4_s60.B01,ll_lsm,35,34,6128893089,1000.01,1,60,286127973,45.7315,4062430667,4062430667,0,3067281656,
mcs10_m3Dr4_s60.A02,mcs10_m3Dr4_s60.B02,ll_lsm,35,34,6375131698,1000.02,1,60,135520557,19.2544,4036823968,4036823968,0,3020329144,
mcs10_m3Dr4_s60.A03,mcs10_m3Dr4_s60.B03,ll_lsm,36,33,6482780725,1000.02,1,60,5837498638,897.192,4166020000,4166020000,0,3244497797,
