instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs30_b03_s40.A08,mcs30_b03_s40.B08,ll_lum,31,24,48950628,7.08448,0,23061076,3.23687,33819912,33819912,0
mcs30_b03_s40.A09,mcs30_b03_s40.B09,ll_lum,31,25,61282556,8.61723,0,48435232,6.79869,40936397,40936397,0
mcs30_b03_s50.A00,mcs30_b03_s50.B00,ll_lum,40,34,1573314645,228.91,0,1386312481,201.217,1109904898,1109904898,0
mcs30_b03_s50.A01,mcs30_b03_s50.B01,ll_lum,39,31,3638199681,525.661,0,530417290,76.2695,2484382438,2484382438,0
mcs30_b03_s50.A02,mcs30_b03_s50.B02,ll_lum,39,31,1186081108,178.515,0,177664784,24.7701,846069374,846069374,0
mcs30_b03_s50.A03,mcs30_b03_s50.B03,ll_lum,39,28,4697992933,664.621,0,2117144972,271.399,3547271605,3547271605,0
mcs30_b03_s50.A04,mcs30_b03_s50.B04,ll_lum,39,30,4935535770,693.422,0,4010650805,561.638,3525568798,3525568798,0
mcs30_b03_s50.A05,mcs30_b03_s50.B05,ll_lum,40,32,1748755721,223.815,0,1672177815,211.628,1321681191,1321681191,0
mcs30_b03_s50.A06,mcs30_b03_s50.B06,ll_lum,38,33,6934597771,1000.01,1,725510380,101.311,4916101920,4916101920,0
mcs30_b03_s50.A07,mcs30_b03_s50.B07,ll_lum,39,32,4767552521,689.767,0,3480327564,503.426,3360036532,3360036532,0
mcs30_b03_s50.A08,mcs30_b03_s50.B08,ll_lum,39,35,7071315456,1000.01,1,5395999811,757.395,4972565686,4972565686,0
mcs30_b03_s50.A09,mcs30_b03_s50.B09,ll_lum,39,31,2509122979,373.476,0,101042235,14.2503,1717012591,1717012591,0
mcs30_b03_s60.A00,mcs30_b03_s60.B00,ll_lum,46,42,6586216476,1000.02,1,932191033,132.899,4612596597,4612596597,0
mcs30_b03_s60.A01,mcs30_b03_s60.B01,ll_lum,45,39,6792430611,1000.01,1,477308216,64.7952,4747903259,4747903259,0
mcs30_b03_s60.A02,mcs30_b03_s60.B02,ll_lum,46,41,6741719226,1000.01,1,306288865,39.6027,4653287373,4653287373,0
mcs30_b03_s60.A03,mcs30_b03_s60.B03,ll_lum,46,36,7079003267,1000.01,1,2938752909,410.33,4983784130,4983784130,0
mcs30_b03_s60.A04,mcs30_b03_s60.B04,ll_lum,46,35,6592588758,1000.02,1,798721745,112.384,4596270623,4596270623,0
mcs30_b03_s60.A05,mcs30_b03_s60.B05,ll_lum,45,37,7334200820,1000,1,4069322234,532.732,5268330325,5268330325,0
mcs30_b03_s60.A06,mcs30_b03_s60.B06,ll_lum,46,38,6421960467,1000,1,1678999525,253.218,4526704147,4526704147,0
mcs30_b03_s60.A07,mcs30_b03_s60.B07,ll_lum,44,33,7617388630,1000.02,1,5581046295,699.068,5835970023,5835970023,0
mcs30_b03_s60.A08,mcs30_b03_s60.B08,ll_lum,46,38,6957136188,1000.01,1,2703133896,366.642,4852353027,4852353027,0
mcs30_b03_s60.A09,mcs30_b03_s60.B09,ll_lum,45,41,6637431619,1000.01,1,64746130,9.25562,4704967570,4704967570,0
mcs30_b03_s70.A00,mcs30_b03_s70.B00,ll_lum,48,39,20683282971,1000,1,19930664032,936.023,15640652962,15640652962,0
mcs30_b03_s70.A01,mcs30_b03_s70.B01,ll_lum,50,40,7228455483,1000.02,1,1592350467,190.182,5283848687,5283848687,0
mcs30_b03_s70.A02,mcs30_b03_s70.B02,ll_lum,51,40,6765170045,1000.01,1,2612810951,374.569,4820249980,4820249980,0
mcs30_b03_s70.A03,mcs30_b03_s70.B03,ll_lum,52,42,6584363965,1000.02,1,515591356,70.0652,4715794506,4715794506,0
mcs30_b03_s70.A04,mcs30_b03_s70.B04,ll_lum,45,30,19326827431,1000.02,1,606120324,25.6028,17223010892,17223010892,0
mcs30_b03_s70.A05,mcs30_b03_s70.B05,ll_lum,54,45,6523835675,1000.02,1,5135093599,790.844,4635582830,4635582830,0
mcs30_b03_s70.A06,mcs30_b03_s70.B06,ll_lum,50,41,6584317650,1000.01,1,5390558716,820.87,4765894371,4765894371,0
mcs30_b03_s70.A07,mcs30_b03_s70.B07,ll_lum,53,43,6786437059,1000.01,1,2067882492,285.89,4830663969,4830663969,0
mcs30_b03_s70.A08,mcs30_b03_s70.B08,ll_lum,52,43,7197809549,1000.01,1,1781990770,237.366,5020148043,5020148043,0
mcs30_b03_s70.A09,mcs30_b03_s70.B09,ll_lum,50,42,7910390519,1000.01,1,6259344411,785.81,5576259206,5576259206,0
mcs30_b03_s80.A00,mcs30_b03_s80.B00,ll_lum,55,42,6149857262,1000.01,1,426111249,66.8152,4771586528,4771586528,0
mcs30_b03_s80.A01,mcs30_b03_s80.B01,ll_lum,53,41,19244277032,1000.01,1,17571003244,890.735,16326050952,16326050952,0
mcs30_b03_s80.A02,mcs30_b03_s80.B02,ll_lum,52,44,10261515441,1000.02,1,36968943,2.59867,8010678695,8010678695,0
mcs30_b03_s80.A03,mcs30_b03_s80.B03,ll_lum,51,37,22591921260,1000.02,1,11299759545,502.205,19337188664,19337188664,0
mcs30_b03_s80.A04,mcs30_b03_s80.B04,ll_lum,58,54,6352709934,1000.01,1,583177936,84.194,4679779076,4679779076,0
mcs30_b03_s80.A05,mcs30_b03_s80.B05,ll_lum,54,43,8315093187,1000.02,1,221513168,22.5528,6399656453,6399656453,0
mcs30_b03_s80.A06,mcs30_b03_s80.B06,ll_lum,56,46,8344849586,1000.01,1,6736369930,784.672,5728656664,5728656664,0
mcs30_b03_s80.A07,mcs30_b03_s80.B07,ll_lum,58,45,6576496752,1000.02,1,313954417,40.9978,4660387491,4660387491,0
mcs30_b03_s80.A08,mcs30_b03_s80.B08,ll_lum,58,48,10247774848,1000.02,1,8987590458,826.277,8521122144,8521122144,0
mcs30_b03_s80.A09,mcs30_b03_s80.B09,ll_lum,58,48,6274393848,1000.02,1,2251185745,327.138,4618727447,4618727447,0
mcs30_b03_s90.A00,mcs30_b03_s90.B00,ll_lum,60,50,16904228220,1000.02,1,2552331,0.158769,13998838290,13998838290,0
mcs30_b03_s90.A01,mcs30_b03_s90.B01,ll_lum,64,52,14427088211,1000.02,1,1347783,0.163154,12917252323,12917252323,0
